OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost
ORD0000196,2022-11-25,CUST007154,Vikas Sharma,P00026,Sunglasses,Toys & Games,NexPro,5,449.1,0.1,101.05,7.48
ORD0000197,2021-06-08,CUST035993,Vikas Kumar,P00015,Instant Pot,Electronics,ReadMore,3,270.41,0.1,36.51,3.91
ORD0000198,2023-03-29,CUST027565,Sneha Verma,P00019,LED Desk Lamp,Home & Kitchen,CoreTech,2,387.31,0.0,92.95,7.12
ORD0000199,2024-09-18,CUST010007,Vikas Reddy,P00048,Wireless Charger,Books,Apex,3,272.14,0.0,97.97,11.16
ORD0000200,2023-06-20,CUST022505,Karan Kapoor,P00034,Desk Organizer,Home & Kitchen,FitLife,1,420.62,0.0,21.03,5.69
ORD0000201,2023-01-14,CUST007081,Arjun Kumar,P00031,Kids Toy Car,Clothing,HomeEase,4,575.93,0.0,0.0,14.5
ORD0000202,2024-12-24,CUST042401,Mohit Singh,P00019,LED Desk Lamp,Toys & Games,BrightLux,5,167.97,0.0,0.0,8.35
ORD0000203,2021-07-31,CUST040825,Karan Sharma,P00008,4K Monitor,Toys & Games,UrbanStyle,5,471.14,0.0,188.46,4.18
ORD0000204,2021-11-12,CUST022812,Mohit Patel,P00041,Webcam Full HD,Toys & Games,UrbanStyle,3,461.7,0.05,65.79,13.58
ORD0000205,2021-07-10,CUST029448,Karan Kumar,P00036,Smart Light Bulb,Sports & Outdoors,FitLife,2,303.77,0.25,22.78,11.47
ORD0000206,2024-05-16,CUST025313,Pooja Singh,P00017,Electric Kettle,Electronics,NexPro,4,312.36,0.1,0.0,2.52
ORD0000207,2022-10-09,CUST029438,Vihaan Mehta,P00046,Car Charger,Books,Zenith,3,59.09,0.15,0.0,14.12
ORD0000208,2021-10-07,CUST001181,Vivaan Joshi,P00022,Water Bottle,Books,ReadMore,1,266.91,0.05,20.29,7.33
ORD0000209,2022-03-06,CUST017264,Sneha Kumar,P00031,Kids Toy Car,Electronics,KiddoFun,3,568.01,0.0,0.0,12.94
ORD0000210,2022-11-17,CUST039608,Simran Patel,P00049,Children's Book,Books,UrbanStyle,2,454.72,0.05,69.12,0.31
ORD0000211,2024-07-01,CUST019237,Priya Kumar,P00035,Desk Plant,Books,BrightLux,3,189.12,0.2,36.31,3.6
ORD0000212,2024-04-28,CUST035731,Sneha Sharma,P00032,Board Game,Home & Kitchen,BrightLux,5,104.68,0.15,35.59,2.38
ORD0000213,2023-09-25,CUST012280,Rohit Mehta,P00049,Children's Book,Sports & Outdoors,BrightLux,2,116.03,0.2,14.85,5.54
ORD0000214,2024-12-26,CUST003507,Anjali Gupta,P00017,Electric Kettle,Clothing,Apex,3,83.31,0.0,19.99,3.48
ORD0000215,2023-09-16,CUST023893,Aditya Gupta,P00002,Bluetooth Speaker,Electronics,KiddoFun,3,556.68,0.0,83.5,1.06
ORD0000216,2024-07-21,CUST008440,Vikas Reddy,P00016,Air Fryer,Home & Kitchen,HomeEase,3,404.76,0.0,218.57,10.5
ORD0000217,2024-03-09,CUST019363,Sunita Reddy,P00005,Laptop Sleeve,Toys & Games,FitLife,5,470.82,0.1,169.5,12.39
ORD0000218,2023-10-03,CUST034266,Anjali Sharma,P00003,Smartphone Case,Home & Kitchen,Zenith,5,88.24,0.0,35.3,13.44
ORD0000219,2024-02-05,CUST026742,Vihaan Gupta,P00021,Backpack,Home & Kitchen,Apex,3,410.9,0.0,98.62,0.57
ORD0000220,2023-06-08,CUST020572,Mohit Kapoor,P00025,Running Shoes,Clothing,NexPro,4,485.32,0.15,132.01,8.34
ORD0000221,2020-07-08,CUST012246,Pooja Sharma,P00028,Jeans,Clothing,Apex,1,49.31,0.0,2.47,0.69
ORD0000222,2023-06-02,CUST021328,Vihaan Kapoor,P00017,Electric Kettle,Sports & Outdoors,CoreTech,4,389.67,0.05,118.46,3.29
ORD0000223,2023-11-09,CUST017932,Karan Patel,P00037,Router,Home & Kitchen,FitLife,1,450.05,0.0,22.5,1.2
ORD0000224,2023-11-01,CUST030236,Anjali Mehta,P00018,Vacuum Cleaner,Home & Kitchen,ReadMore,3,137.33,0.1,29.66,13.56
ORD0000225,2023-07-30,CUST018375,Kabir Reddy,P00048,Wireless Charger,Home & Kitchen,BrightLux,2,114.61,0.0,18.34,0.91
ORD0000226,2021-09-24,CUST031704,Vihaan Mehta,P00026,Sunglasses,Electronics,CoreTech,5,303.23,0.0,181.94,9.58
ORD0000227,2021-09-19,CUST003147,Ritika Kumar,P00023,Cookware Set,Toys & Games,HomeEase,4,377.77,0.1,163.2,11.35
ORD0000228,2022-08-30,CUST014415,Pooja Sharma,P00020,Office Chair,Electronics,BrightLux,5,165.72,0.05,62.97,4.46
ORD0000229,2024-11-03,CUST001747,Karan Sharma,P00048,Wireless Charger,Electronics,Apex,5,404.33,0.0,161.73,4.75
ORD0000230,2023-07-06,CUST031415,Aman Reddy,P00033,Puzzle 1000pc,Toys & Games,UrbanStyle,5,493.81,0.3,138.27,14.7
ORD0000231,2023-10-14,CUST048207,Rohit Patel,P00010,Smartwatch,Home & Kitchen,CoreTech,1,590.17,0.15,25.08,3.79
ORD0000232,2021-12-10,CUST019145,Karan Verma,P00026,Sunglasses,Toys & Games,FitLife,2,426.66,0.15,87.04,11.68
ORD0000233,2024-01-19,CUST028877,Anjali Kapoor,P00005,Laptop Sleeve,Home & Kitchen,UrbanStyle,3,512.13,0.0,122.91,14.93
ORD0000234,2023-12-05,CUST006962,Anjali Verma,P00012,Noise Cancelling Headphones,Toys & Games,FitLife,4,139.59,0.05,26.52,0.4
ORD0000235,2021-10-10,CUST037405,Priya Reddy,P00034,Desk Organizer,Clothing,Zenith,2,130.46,0.1,18.79,0.38
ORD0000236,2020-11-13,CUST025402,Priya Mehta,P00030,Dress Shirt,Electronics,Apex,5,574.24,0.0,143.56,13.09
ORD0000237,2024-08-27,CUST029978,Anjali Mehta,P00047,Memory Card 128GB,Clothing,KiddoFun,1,432.72,0.2,62.31,14.85
ORD0000238,2023-06-02,CUST049175,Priya Reddy,P00021,Backpack,Electronics,CoreTech,5,73.55,0.15,0.0,9.03
ORD0000239,2023-06-11,CUST028805,Arjun Kumar,P00022,Water Bottle,Electronics,KiddoFun,1,257.51,0.1,41.72,5.25
ORD0000240,2021-11-14,CUST024635,Karan Mehta,P00050,Novel Bestseller,Clothing,FitLife,5,338.76,0.05,193.09,12.46
ORD0000241,2021-10-25,CUST034448,Mohit Kapoor,P00035,Desk Plant,Electronics,CoreTech,2,139.97,0.0,22.4,14.9
ORD0000242,2023-10-29,CUST040551,Ritika Gupta,P00028,Jeans,Electronics,KiddoFun,4,202.98,0.1,58.46,0.09
ORD0000243,2024-08-22,CUST034398,Sunita Reddy,P00040,Microphone,Home & Kitchen,KiddoFun,4,319.11,0.0,63.82,4.15
ORD0000244,2024-06-19,CUST042901,Aarav Gupta,P00014,Drone Mini,Home & Kitchen,Zenith,1,370.47,0.15,37.79,0.89
ORD0000245,2024-02-04,CUST029445,Priya Kumar,P00004,USB-C Charger,Clothing,BrightLux,5,45.49,0.2,32.75,0.02
ORD0000246,2023-06-10,CUST039354,Karan Kapoor,P00014,Drone Mini,Clothing,Apex,3,116.12,0.0,62.7,5.45
ORD0000247,2024-09-11,CUST047386,Kabir Patel,P00013,Action Camera,Electronics,BrightLux,3,297.86,0.2,85.78,7.14
ORD0000248,2023-02-10,CUST014192,Simran Joshi,P00014,Drone Mini,Toys & Games,FitLife,5,89.26,0.0,35.7,2.92
ORD0000249,2024-02-29,CUST027774,Simran Kumar,P00011,Fitness Band,Electronics,FitLife,4,73.54,0.2,18.83,11.23
ORD0000250,2021-03-17,CUST045022,Aman Joshi,P00036,Smart Light Bulb,Home & Kitchen,CoreTech,4,214.42,0.0,102.92,9.31
ORD0000251,2021-07-17,CUST015291,Mohit Verma,P00039,Graphic Tablet,Home & Kitchen,CoreTech,4,234.78,0.1,101.42,0.79
ORD0000252,2023-07-15,CUST019542,Priya Reddy,P00014,Drone Mini,Clothing,Apex,5,274.55,0.3,48.05,5.27
ORD0000253,2024-03-13,CUST005818,Kabir Patel,P00002,Bluetooth Speaker,Electronics,Apex,5,187.41,0.25,35.14,13.38
ORD0000254,2023-11-10,CUST017005,Aditya Kumar,P00031,Kids Toy Car,Books,BrightLux,4,230.36,0.15,39.16,2.0
ORD0000255,2023-11-11,CUST004652,Priya Kumar,P00028,Jeans,Electronics,ReadMore,5,259.57,0.05,0.0,7.79
ORD0000256,2023-02-10,CUST000716,Rohit Singh,P00025,Running Shoes,Electronics,Zenith,4,428.27,0.25,154.18,12.7
ORD0000257,2024-06-24,CUST008298,Aarav Sharma,P00011,Fitness Band,Books,CoreTech,5,428.5,0.0,171.4,0.81
ORD0000258,2024-07-06,CUST047323,Sneha Joshi,P00023,Cookware Set,Clothing,Zenith,5,101.42,0.0,60.85,0.03
ORD0000259,2022-08-09,CUST024173,Kabir Verma,P00046,Car Charger,Sports & Outdoors,UrbanStyle,2,177.35,0.05,26.96,14.57
ORD0000260,2023-01-09,CUST039468,Simran Mehta,P00002,Bluetooth Speaker,Sports & Outdoors,Apex,5,276.27,0.0,110.51,9.92
ORD0000261,2021-11-29,CUST017113,Ritika Kumar,P00006,Gaming Mouse,Electronics,CoreTech,2,220.49,0.25,39.69,11.42
ORD0000262,2020-04-22,CUST012593,Sunita Joshi,P00015,Instant Pot,Books,NexPro,5,55.8,0.15,11.86,1.6
ORD0000263,2020-01-02,CUST043099,Sunita Kumar,P00009,Portable SSD 1TB,Home & Kitchen,Zenith,3,520.47,0.05,267.0,0.93
ORD0000264,2021-10-03,CUST002544,Arjun Sharma,P00050,Novel Bestseller,Home & Kitchen,Zenith,5,567.72,0.05,323.6,10.53
ORD0000265,2020-08-07,CUST003153,Vihaan Mehta,P00041,Webcam Full HD,Toys & Games,Zenith,3,451.53,0.1,146.3,14.32
ORD0000266,2024-05-08,CUST049849,Sneha Singh,P00036,Smart Light Bulb,Electronics,BrightLux,5,594.86,0.0,237.94,2.37
ORD0000267,2022-05-04,CUST020614,Aman Joshi,P00010,Smartwatch,Toys & Games,Apex,2,349.96,0.0,35.0,6.25
ORD0000268,2024-10-25,CUST008599,Vivaan Reddy,P00018,Vacuum Cleaner,Home & Kitchen,Zenith,5,492.27,0.1,110.76,7.62
ORD0000269,2023-06-02,CUST031058,Sneha Verma,P00039,Graphic Tablet,Sports & Outdoors,Apex,1,94.16,0.05,7.16,0.9
ORD0000270,2021-01-19,CUST032555,Simran Singh,P00035,Desk Plant,Books,FitLife,1,348.88,0.1,37.68,5.52
ORD0000271,2023-11-27,CUST023550,Simran Reddy,P00032,Board Game,Sports & Outdoors,UrbanStyle,1,85.61,0.0,6.85,10.64
ORD0000272,2024-07-19,CUST042540,Sahil Kapoor,P00010,Smartwatch,Home & Kitchen,CoreTech,3,476.94,0.15,60.81,5.78
ORD0000273,2023-02-27,CUST044529,Anjali Joshi,P00007,Mechanical Keyboard,Clothing,CoreTech,3,85.54,0.0,12.83,13.79
ORD0000274,2022-12-12,CUST037954,Kabir Reddy,P00007,Mechanical Keyboard,Home & Kitchen,UrbanStyle,4,312.92,0.15,127.67,6.21
ORD0000275,2024-09-03,CUST035117,Karan Reddy,P00049,Children's Book,Electronics,FitLife,2,493.21,0.1,44.39,14.27
ORD0000276,2021-12-30,CUST046611,Simran Singh,P00030,Dress Shirt,Toys & Games,BrightLux,5,486.32,0.0,121.58,10.96
ORD0000277,2024-08-22,CUST044280,Neha Joshi,P00026,Sunglasses,Electronics,BrightLux,1,232.43,0.15,9.88,10.44
ORD0000278,2024-09-29,CUST033284,Pooja Kumar,P00037,Router,Sports & Outdoors,HomeEase,3,171.64,0.0,41.19,1.74
ORD0000279,2023-12-10,CUST036194,Pooja Reddy,P00028,Jeans,Electronics,ReadMore,5,436.76,0.0,174.7,4.11
ORD0000280,2020-09-03,CUST023648,Neha Kumar,P00044,Power Bank 20000mAh,Books,HomeEase,5,152.56,0.0,61.02,10.29
ORD0000281,2022-04-15,CUST001746,Pooja Joshi,P00009,Portable SSD 1TB,Books,NexPro,2,217.88,0.25,26.15,3.94
ORD0000282,2024-01-02,CUST034953,Aditya Gupta,P00015,Instant Pot,Sports & Outdoors,KiddoFun,3,349.83,0.0,52.47,9.06
ORD0000283,2020-07-21,CUST036197,Sneha Gupta,P00026,Sunglasses,Sports & Outdoors,HomeEase,1,25.8,0.15,1.75,2.16
ORD0000284,2023-04-22,CUST001072,Anjali Patel,P00028,Jeans,Toys & Games,FitLife,4,235.08,0.05,71.46,13.48
ORD0000285,2020-05-02,CUST001188,Sahil Verma,P00049,Children's Book,Toys & Games,ReadMore,1,485.49,0.0,58.26,13.38
ORD0000286,2021-02-04,CUST016884,Arjun Singh,P00038,External HDD 2TB,Books,Zenith,5,126.21,0.2,40.39,11.32
ORD0000287,2022-02-05,CUST043203,Sneha Mehta,P00001,Wireless Earbuds,Toys & Games,UrbanStyle,3,436.44,0.1,94.27,14.18
ORD0000288,2020-10-20,CUST012562,Arjun Kumar,P00007,Mechanical Keyboard,Toys & Games,KiddoFun,1,465.84,0.05,22.13,2.26
ORD0000289,2020-10-06,CUST030504,Aditya Mehta,P00035,Desk Plant,Books,Apex,4,41.51,0.0,19.92,5.9
ORD0000290,2022-06-02,CUST002550,Karan Patel,P00024,Yoga Mat,Sports & Outdoors,Zenith,2,57.26,0.2,10.99,1.11
ORD0000291,2024-06-21,CUST006082,Sahil Joshi,P00048,Wireless Charger,Home & Kitchen,NexPro,3,432.19,0.05,98.54,1.14
ORD0000292,2020-07-16,CUST007148,Karan Sharma,P00010,Smartwatch,Electronics,FitLife,1,402.92,0.15,27.4,11.53
ORD0000293,2022-09-08,CUST014657,Rohit Mehta,P00014,Drone Mini,Home & Kitchen,KiddoFun,5,541.68,0.0,135.42,13.07
ORD0000294,2024-03-14,CUST049112,Sunita Kapoor,P00029,T-Shirt,Electronics,Apex,5,276.6,0.15,94.04,10.28
ORD0000295,2022-01-21,CUST029592,Aarav Kapoor,P00019,LED Desk Lamp,Books,Apex,3,466.02,0.0,69.9,12.53
ORD0000296,2020-05-23,CUST014517,Sunita Joshi,P00032,Board Game,Toys & Games,Apex,2,464.46,0.05,105.9,13.46
ORD0000297,2021-08-31,CUST005746,Aarav Patel,P00002,Bluetooth Speaker,Electronics,CoreTech,3,331.2,0.05,47.2,0.11
ORD0000298,2023-05-09,CUST027050,Priya Mehta,P00002,Bluetooth Speaker,Clothing,Zenith,4,97.45,0.1,17.54,0.02
ORD0000299,2023-02-21,CUST017205,Karan Reddy,P00035,Desk Plant,Electronics,UrbanStyle,1,540.72,0.05,25.68,7.52
ORD0000300,2020-07-05,CUST009192,Sahil Kapoor,P00001,Wireless Earbuds,Books,ReadMore,2,308.26,0.15,94.33,9.57
ORD0000301,2023-09-11,CUST008766,Sneha Joshi,P00041,Webcam Full HD,Sports & Outdoors,Apex,2,41.57,0.25,7.48,12.91
ORD0000302,2021-04-08,CUST001699,Sneha Gupta,P00003,Smartphone Case,Electronics,CoreTech,3,213.75,0.05,48.74,2.76
ORD0000303,2023-10-04,CUST019427,Karan Joshi,P00030,Dress Shirt,Electronics,BrightLux,5,113.48,0.0,28.37,0.78
ORD0000304,2024-11-29,CUST003257,Aarav Mehta,P00050,Novel Bestseller,Toys & Games,BrightLux,2,518.09,0.0,0.0,4.03
ORD0000305,2021-10-21,CUST002188,Anjali Mehta,P00022,Water Bottle,Electronics,KiddoFun,1,169.12,0.0,8.46,13.27
ORD0000306,2022-02-02,CUST001779,Mohit Joshi,P00010,Smartwatch,Home & Kitchen,Apex,4,476.83,0.1,85.83,8.41
ORD0000307,2022-08-12,CUST032817,Arjun Kapoor,P00030,Dress Shirt,Clothing,Apex,1,560.82,0.05,63.93,1.48
ORD0000308,2021-02-06,CUST034263,Sahil Sharma,P00031,Kids Toy Car,Toys & Games,UrbanStyle,2,573.93,0.1,185.95,2.97
ORD0000309,2023-10-01,CUST047601,Sunita Kapoor,P00049,Children's Book,Toys & Games,Apex,4,179.25,0.1,32.27,0.94
ORD0000310,2024-03-14,CUST042134,Ritika Sharma,P00004,USB-C Charger,Electronics,Zenith,5,400.83,0.0,100.21,0.32
ORD0000311,2020-05-26,CUST013914,Aditya Mehta,P00002,Bluetooth Speaker,Toys & Games,ReadMore,3,319.07,0.25,57.43,2.13
ORD0000312,2023-03-17,CUST039236,Arjun Joshi,P00042,Projector Mini,Books,BrightLux,3,582.15,0.0,87.32,6.71
ORD0000313,2022-05-13,CUST025927,Mohit Sharma,P00026,Sunglasses,Books,BrightLux,4,458.05,0.1,82.45,10.2
ORD0000314,2024-09-30,CUST000351,Pooja Mehta,P00049,Children's Book,Toys & Games,NexPro,3,33.87,0.1,10.97,1.29
ORD0000315,2021-05-03,CUST034695,Anjali Kumar,P00035,Desk Plant,Sports & Outdoors,NexPro,1,528.48,0.0,0.0,8.79
ORD0000316,2022-07-17,CUST034686,Simran Patel,P00005,Laptop Sleeve,Electronics,CoreTech,4,539.52,0.0,172.65,6.53
ORD0000317,2024-07-21,CUST028950,Anjali Mehta,P00023,Cookware Set,Clothing,ReadMore,4,155.41,0.0,31.08,6.79
ORD0000318,2021-07-04,CUST012442,Pooja Mehta,P00002,Bluetooth Speaker,Toys & Games,CoreTech,2,487.41,0.0,48.74,7.26
ORD0000319,2020-12-03,CUST038779,Pooja Verma,P00017,Electric Kettle,Books,Apex,1,595.34,0.0,47.63,12.41
ORD0000320,2022-05-21,CUST012713,Neha Sharma,P00012,Noise Cancelling Headphones,Home & Kitchen,ReadMore,2,274.82,0.05,26.11,11.71
ORD0000321,2021-10-02,CUST020344,Sahil Sharma,P00031,Kids Toy Car,Toys & Games,Apex,4,426.38,0.05,81.01,9.49
ORD0000322,2024-12-07,CUST005270,Vikas Kumar,P00020,Office Chair,Home & Kitchen,Zenith,1,412.78,0.0,0.0,13.23
ORD0000323,2021-04-17,CUST023625,Aditya Sharma,P00020,Office Chair,Toys & Games,BrightLux,4,153.06,0.0,48.98,4.38
ORD0000324,2020-05-30,CUST010542,Aarav Kumar,P00047,Memory Card 128GB,Home & Kitchen,FitLife,5,234.78,0.1,126.78,13.1
ORD0000325,2023-12-09,CUST021562,Rohit Sharma,P00019,LED Desk Lamp,Sports & Outdoors,NexPro,3,120.94,0.2,14.51,5.34
ORD0000326,2023-08-14,CUST031261,Kabir Singh,P00049,Children's Book,Toys & Games,UrbanStyle,2,161.85,0.1,52.44,14.19
ORD0000327,2024-06-22,CUST024288,Sneha Singh,P00043,HDMI Cable 2m,Sports & Outdoors,Apex,5,246.53,0.0,61.63,14.46
ORD0000328,2020-09-19,CUST015925,Neha Verma,P00038,External HDD 2TB,Toys & Games,CoreTech,1,152.22,0.05,11.57,13.19
ORD0000329,2024-11-22,CUST011154,Ritika Kumar,P00033,Puzzle 1000pc,Books,HomeEase,4,489.79,0.2,282.12,9.88
ORD0000330,2020-05-23,CUST023840,Simran Gupta,P00018,Vacuum Cleaner,Home & Kitchen,FitLife,3,94.03,0.05,13.4,8.62
ORD0000331,2020-12-11,CUST004105,Vikas Singh,P00026,Sunglasses,Toys & Games,Zenith,1,295.94,0.05,33.74,5.01
ORD0000332,2021-09-15,CUST034270,Kabir Kapoor,P00016,Air Fryer,Sports & Outdoors,HomeEase,1,352.82,0.0,28.23,6.11
ORD0000333,2022-10-13,CUST031200,Vihaan Singh,P00020,Office Chair,Toys & Games,HomeEase,1,240.55,0.1,10.82,14.14
ORD0000334,2024-05-14,CUST002824,Priya Verma,P00026,Sunglasses,Toys & Games,CoreTech,3,389.23,0.0,140.12,7.57
ORD0000335,2022-05-30,CUST046488,Ritika Sharma,P00001,Wireless Earbuds,Home & Kitchen,KiddoFun,3,400.38,0.0,216.21,8.35
ORD0000336,2020-01-02,CUST000068,Priya Kapoor,P00013,Action Camera,Electronics,ReadMore,1,501.07,0.0,25.05,1.54
ORD0000337,2022-06-15,CUST025908,Sunita Mehta,P00025,Running Shoes,Clothing,UrbanStyle,1,296.93,0.05,33.85,5.35
ORD0000338,2023-08-20,CUST012590,Rohit Verma,P00007,Mechanical Keyboard,Home & Kitchen,CoreTech,2,30.67,0.05,2.91,6.88
ORD0000339,2020-09-10,CUST043281,Ritika Kumar,P00007,Mechanical Keyboard,Books,UrbanStyle,2,559.24,0.0,134.22,11.03
ORD0000340,2024-08-02,CUST023061,Vihaan Gupta,P00003,Smartphone Case,Toys & Games,KiddoFun,3,72.83,0.1,15.73,0.49
ORD0000341,2021-03-28,CUST024329,Kabir Verma,P00035,Desk Plant,Toys & Games,KiddoFun,3,94.51,0.2,11.34,5.78
ORD0000342,2022-11-26,CUST049916,Ritika Sharma,P00014,Drone Mini,Books,HomeEase,2,487.8,0.05,74.15,14.57
ORD0000343,2023-03-29,CUST005573,Vikas Reddy,P00040,Microphone,Toys & Games,KiddoFun,3,203.88,0.0,48.93,1.71
ORD0000344,2022-10-11,CUST041438,Karan Patel,P00025,Running Shoes,Books,Zenith,5,39.9,0.1,8.98,9.41
ORD0000345,2020-01-09,CUST027366,Aditya Reddy,P00014,Drone Mini,Books,HomeEase,1,56.87,0.1,4.09,3.54
ORD0000346,2023-06-10,CUST013256,Anjali Sharma,P00037,Router,Sports & Outdoors,Apex,1,369.08,0.0,18.45,1.59
ORD0000347,2023-01-27,CUST037808,Karan Joshi,P00001,Wireless Earbuds,Home & Kitchen,NexPro,5,410.33,0.0,164.13,4.18
ORD0000348,2024-08-09,CUST012334,Vihaan Mehta,P00020,Office Chair,Home & Kitchen,Apex,2,29.1,0.2,2.33,3.83
ORD0000349,2022-03-26,CUST046689,Vikas Joshi,P00037,Router,Books,FitLife,2,116.97,0.0,18.72,8.01
ORD0000350,2020-07-26,CUST017408,Arjun Mehta,P00009,Portable SSD 1TB,Sports & Outdoors,Apex,5,548.98,0.0,219.59,11.56
ORD0000351,2023-02-28,CUST014960,Mohit Reddy,P00045,Phone Tripod,Books,BrightLux,5,578.85,0.0,144.71,12.07
ORD0000352,2021-02-07,CUST010085,Pooja Kapoor,P00040,Microphone,Toys & Games,ReadMore,3,366.04,0.0,87.85,4.55
ORD0000353,2020-05-31,CUST021961,Sahil Joshi,P00018,Vacuum Cleaner,Electronics,HomeEase,4,400.22,0.0,0.0,5.53
ORD0000354,2020-02-23,CUST029119,Simran Mehta,P00040,Microphone,Toys & Games,Apex,2,597.49,0.25,0.0,3.29
ORD0000355,2023-02-17,CUST037507,Ritika Gupta,P00001,Wireless Earbuds,Sports & Outdoors,HomeEase,2,57.37,0.0,5.74,0.48
ORD0000356,2024-08-23,CUST006815,Anjali Kumar,P00007,Mechanical Keyboard,Home & Kitchen,BrightLux,2,327.8,0.1,70.8,13.68
ORD0000357,2021-09-19,CUST039527,Aditya Gupta,P00048,Wireless Charger,Clothing,UrbanStyle,5,453.11,0.15,96.29,14.15
ORD0000358,2021-08-09,CUST021127,Simran Kumar,P00012,Noise Cancelling Headphones,Electronics,BrightLux,2,138.19,0.1,29.85,3.32
ORD0000359,2024-07-06,CUST034300,Simran Kapoor,P00038,External HDD 2TB,Books,FitLife,2,569.77,0.05,86.61,9.56
ORD0000360,2023-12-14,CUST021084,Kabir Mehta,P00031,Kids Toy Car,Home & Kitchen,FitLife,3,392.25,0.15,80.02,5.31
ORD0000361,2023-12-16,CUST005859,Anjali Sharma,P00048,Wireless Charger,Toys & Games,ReadMore,5,131.34,0.05,49.91,1.64
ORD0000362,2020-04-13,CUST049807,Neha Patel,P00012,Noise Cancelling Headphones,Clothing,BrightLux,5,530.31,0.0,212.12,14.86
ORD0000363,2020-09-10,CUST041735,Mohit Joshi,P00034,Desk Organizer,Home & Kitchen,KiddoFun,3,62.04,0.0,22.33,4.36
ORD0000364,2023-06-04,CUST014691,Rohit Patel,P00047,Memory Card 128GB,Books,HomeEase,4,591.4,0.0,283.87,6.44
ORD0000365,2023-02-09,CUST028272,Pooja Patel,P00019,LED Desk Lamp,Sports & Outdoors,CoreTech,5,104.87,0.05,39.85,10.01
ORD0000366,2021-05-24,CUST006623,Pooja Kapoor,P00048,Wireless Charger,Books,HomeEase,3,436.37,0.05,99.49,0.63
ORD0000367,2024-02-05,CUST038822,Pooja Reddy,P00013,Action Camera,Electronics,UrbanStyle,1,172.84,0.0,13.83,1.67
ORD0000368,2020-04-08,CUST005512,Aarav Reddy,P00016,Air Fryer,Sports & Outdoors,Zenith,3,43.51,0.0,15.66,12.06
ORD0000369,2020-06-01,CUST011448,Rohit Verma,P00025,Running Shoes,Electronics,NexPro,1,275.24,0.25,10.32,11.03
ORD0000370,2022-07-02,CUST045030,Sneha Mehta,P00034,Desk Organizer,Sports & Outdoors,ReadMore,4,575.93,0.15,97.91,14.12
ORD0000371,2022-05-27,CUST040400,Neha Reddy,P00017,Electric Kettle,Clothing,UrbanStyle,3,156.92,0.15,20.01,10.53
ORD0000372,2020-12-03,CUST008802,Sneha Joshi,P00040,Microphone,Electronics,Zenith,5,210.04,0.0,126.02,0.49
ORD0000373,2024-09-25,CUST049537,Neha Joshi,P00030,Dress Shirt,Toys & Games,UrbanStyle,5,591.47,0.0,0.0,9.52
ORD0000374,2022-04-01,CUST047635,Aarav Verma,P00027,Winter Jacket,Toys & Games,BrightLux,1,345.41,0.05,16.41,2.03
ORD0000375,2023-04-01,CUST014084,Priya Kumar,P00032,Board Game,Clothing,KiddoFun,3,426.35,0.25,47.96,2.41
ORD0000376,2024-10-09,CUST000192,Sunita Kumar,P00049,Children's Book,Home & Kitchen,NexPro,4,100.2,0.2,38.48,12.41
ORD0000377,2022-08-14,CUST040930,Priya Kapoor,P00042,Projector Mini,Sports & Outdoors,HomeEase,2,317.21,0.2,25.38,2.14
ORD0000378,2024-08-31,CUST006786,Vikas Joshi,P00031,Kids Toy Car,Sports & Outdoors,UrbanStyle,3,430.49,0.0,64.57,7.48
ORD0000379,2020-06-09,CUST044236,Sahil Reddy,P00013,Action Camera,Toys & Games,Zenith,3,47.17,0.3,7.92,0.96
ORD0000380,2024-05-22,CUST035512,Vikas Mehta,P00014,Drone Mini,Electronics,Zenith,2,427.06,0.15,0.0,2.99
ORD0000381,2022-03-11,CUST044533,Sahil Patel,P00013,Action Camera,Home & Kitchen,Zenith,4,40.92,0.15,11.13,3.59
ORD0000382,2021-02-01,CUST015840,Vikas Joshi,P00019,LED Desk Lamp,Toys & Games,ReadMore,3,106.51,0.0,38.34,12.83
ORD0000383,2023-07-24,CUST012211,Pooja Gupta,P00012,Noise Cancelling Headphones,Clothing,NexPro,2,281.89,0.0,28.19,7.13
ORD0000384,2022-03-26,CUST041119,Pooja Kumar,P00033,Puzzle 1000pc,Books,HomeEase,2,413.76,0.05,39.31,12.8
ORD0000385,2024-03-07,CUST019770,Vihaan Kumar,P00036,Smart Light Bulb,Home & Kitchen,UrbanStyle,2,175.99,0.05,16.72,3.99
ORD0000386,2023-11-16,CUST014244,Anjali Verma,P00008,4K Monitor,Toys & Games,Apex,4,13.87,0.15,3.77,0.21
ORD0000387,2023-03-04,CUST039927,Sahil Singh,P00033,Puzzle 1000pc,Home & Kitchen,KiddoFun,3,555.21,0.2,106.6,5.69
ORD0000388,2023-05-03,CUST018394,Rohit Kumar,P00042,Projector Mini,Toys & Games,Apex,4,172.46,0.25,41.39,8.42
ORD0000389,2021-02-04,CUST030988,Neha Gupta,P00049,Children's Book,Home & Kitchen,HomeEase,4,291.26,0.0,93.2,3.56
ORD0000390,2021-10-01,CUST019107,Ritika Reddy,P00023,Cookware Set,Toys & Games,CoreTech,5,44.09,0.0,26.45,5.14
ORD0000391,2022-11-22,CUST037892,Kabir Gupta,P00039,Graphic Tablet,Books,Apex,3,412.81,0.3,69.35,6.62
